signal_id,trading_date,symbol,trade_direction,option_type,option_symbol,target_dte,actual_dte,moneyness_mode,underlying_entry_price,target_strike,strike_price,slippage_per_side,entry_timestamp_et,exit_timestamp_et,raw_entry_premium,raw_exit_premium,entry_fill_premium,exit_fill_premium,entry_contract_cost,exit_contract_value,pnl_per_contract,option_return,entry_bar_volume,exit_bar_volume,result
2026-03-06:FTNT:LONG,2026-03-06,FTNT,LONG,call,FTNT260313C00085000,7,7,OTM_1,83.865,84.70365,85.0,0.025,2026-03-06 09:50:00-05:00,2026-03-06 15:55:00-05:00,1.45,1.49,1.4862499999999998,1.45275,148.62499999999997,145.275,-3.3499999999999863,-0.02253994953742633,1,4,LOSS
2026-03-06:GDDY:LONG,2026-03-06,GDDY,LONG,call,GDDY260313C00093000,7,7,OTM_1,91.865,92.78365,93.0,0.025,2026-03-06 10:10:00-05:00,2026-03-06 15:40:00-05:00,2.12,3.1,2.173,3.0225,217.3,302.25,84.94999999999999,0.3909341923607914,1,3,WIN
2026-03-06:GNRC:LONG,2026-03-06,GNRC,LONG,call,GNRC260313C00210000,7,7,OTM_1,207.315,209.38815,210.0,0.025,2026-03-06 10:35:00-05:00,2026-03-06 15:50:00-05:00,5.5,3.35,5.637499999999999,3.26625,563.7499999999999,326.625,-237.12499999999994,-0.420620842572062,1,1,LOSS
2026-03-06:HLT:LONG,2026-03-06,HLT,LONG,call,HLT260313C00297500,7,7,OTM_1,294.45,297.3945,297.5,0.025,2026-03-06 11:00:00-05:00,2026-03-06 13:25:00-05:00,5.8,6.2,5.944999999999999,6.045,594.4999999999999,604.5,10.000000000000053,0.016820857863751204,1,7,WIN
2026-03-06:HOOD:LONG,2026-03-06,HOOD,LONG,call,HOOD260313C00078000,7,7,OTM_1,77.345,78.11845,78.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,3.15,2.78,3.22875,2.7104999999999997,322.875,271.04999999999995,-51.82500000000001,-0.16051103368176545,30,22,LOSS
2026-03-06:IBM:LONG,2026-03-06,IBM,LONG,call,IBM260313C00255000,7,7,OTM_1,253.5,256.035,255.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:50:00-05:00,5.29,7.45,5.422249999999999,7.26375,542.2249999999999,726.375,184.1500000000001,0.3396191617870812,2,2,WIN
2026-03-06:INTC:LONG,2026-03-06,INTC,LONG,call,INTC260313C00045000,7,7,OTM_1,44.5,44.945,45.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,1.4,0.95,1.4349999999999998,0.9262499999999999,143.49999999999997,92.62499999999999,-50.87499999999999,-0.3545296167247387,452,266,LOSS
2026-03-06:INTU:LONG,2026-03-06,INTU,LONG,call,INTU260313C00470000,7,7,OTM_1,465.76,470.4176,470.0,0.025,2026-03-06 09:45:00-05:00,2026-03-06 15:55:00-05:00,12.5,20.83,12.812499999999998,20.30925,1281.2499999999998,2030.925,749.6750000000001,0.5851121951219513,1,1,WIN
2026-03-06:KKR:LONG,2026-03-06,KKR,LONG,call,KKR260313C00090000,7,7,OTM_1,89.55,90.4455,90.0,0.025,2026-03-06 10:05:00-05:00,2026-03-06 15:35:00-05:00,3.5,3.82,3.5874999999999995,3.7245,358.74999999999994,372.45,13.700000000000045,0.03818815331010472,1,50,WIN
2026-03-06:LITE:SHORT,2026-03-06,LITE,SHORT,put,LITE260313P00612500,7,7,OTM_1,619.445,613.2505500000001,612.5,0.025,2026-03-06 11:05:00-05:00,2026-03-06 15:30:00-05:00,37.9,69.22,38.8475,67.48949999999999,3884.7499999999995,6748.949999999999,2864.2,0.737293262114679,1,1,WIN
2026-03-06:LRCX:SHORT,2026-03-06,LRCX,SHORT,put,LRCX260313P00205000,7,7,OTM_1,207.12,205.0488,205.0,0.025,2026-03-06 10:10:00-05:00,2026-03-06 15:50:00-05:00,6.59,11.36,6.75475,11.075999999999999,675.4749999999999,1107.6,432.1249999999999,0.6397350012953846,40,4,WIN
2026-03-06:MA:LONG,2026-03-06,MA,LONG,call,MA260313C00522500,7,7,OTM_1,516.82,521.9882,522.5,0.025,2026-03-06 11:55:00-05:00,2026-03-06 15:45:00-05:00,6.2,7.55,6.3549999999999995,7.36125,635.5,736.125,100.62500000000006,0.1583398898505115,1,38,WIN
2026-03-06:MAR:LONG,2026-03-06,MAR,LONG,call,MAR260313C00322500,7,7,OTM_1,318.71,321.89709999999997,322.5,0.025,2026-03-06 10:10:00-05:00,2026-03-06 14:05:00-05:00,6.3,6.8,6.4575,6.63,645.75,663.0,17.250000000000032,0.026713124274099886,2,2,WIN
2026-03-06:META:LONG,2026-03-06,META,LONG,call,META260313C00647500,7,7,OTM_1,640.285,646.68785,647.5,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,11.25,12.35,11.531249999999998,12.04125,1153.1249999999998,1204.125,51.000000000000156,0.04422764227642295,4,46,WIN
2026-03-06:MGM:LONG,2026-03-06,MGM,LONG,call,MGM260313C00036000,7,7,OTM_1,35.52,35.87520000000001,36.0,0.025,2026-03-06 10:25:00-05:00,2026-03-06 14:05:00-05:00,0.98,0.98,1.0045,0.9555,100.44999999999999,95.55,-4.899999999999993,-0.04878048780487798,4,1,LOSS
2026-03-06:MRVL:SHORT,2026-03-06,MRVL,SHORT,put,MRVL260313P00086000,7,7,OTM_1,87.23,86.35770000000001,86.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,2.95,2.15,3.0237499999999997,2.09625,302.375,209.625,-92.74999999999997,-0.3067383216205043,19,30,LOSS
2026-03-06:NFLX:LONG,2026-03-06,NFLX,LONG,call,NFLX260313C00100000,7,7,OTM_1,98.71,99.69709999999999,100.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,1.75,1.57,1.7937499999999997,1.53075,179.37499999999997,153.07500000000002,-26.29999999999997,-0.14662020905923334,244,650,LOSS
2026-03-06:OXY:SHORT,2026-03-06,OXY,SHORT,put,OXY260313P00054000,7,7,OTM_1,54.61,54.0639,54.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,1.51,1.48,1.54775,1.443,154.775,144.3,-10.47499999999999,-0.06767888870941685,32,8,LOSS
2026-03-06:PCG:SHORT,2026-03-06,PCG,SHORT,put,PCG260313P00018000,7,7,OTM_1,18.09,17.9091,18.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:05:00-05:00,0.32,0.23,0.32799999999999996,0.22425,32.8,22.425,-10.374999999999995,-0.31631097560975596,1,2,LOSS
2026-03-06:PYPL:LONG,2026-03-06,PYPL,LONG,call,PYPL260313C00047500,7,7,OTM_1,47.155,47.62655,47.5,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,1.18,1.1,1.2094999999999998,1.0725,120.94999999999997,107.25,-13.699999999999978,-0.1132699462587845,1,8,LOSS
2026-03-06:SBUX:LONG,2026-03-06,SBUX,LONG,call,SBUX260313C00098000,7,7,OTM_1,96.92,97.8892,98.0,0.025,2026-03-06 09:45:00-05:00,2026-03-06 15:55:00-05:00,1.11,2.48,1.13775,2.418,113.775,241.8,128.025,1.12524719841793,10,1,WIN
2026-03-06:TMO:LONG,2026-03-06,TMO,LONG,call,TMO260313C00512500,7,7,OTM_1,507.595,512.6709500000001,512.5,0.025,2026-03-06 10:10:00-05:00,2026-03-06 14:30:00-05:00,7.6,5.0,7.789999999999999,4.875,778.9999999999999,487.5,-291.4999999999999,-0.3741976893453144,1,1,LOSS
2026-03-06:TSLA:LONG,2026-03-06,TSLA,LONG,call,TSLA260313C00400000,7,7,OTM_1,395.555,399.51055,400.0,0.025,2026-03-06 09:40:00-05:00,2026-03-06 15:55:00-05:00,8.28,8.62,8.486999999999998,8.404499999999999,848.6999999999998,840.4499999999998,-8.249999999999957,-0.009720749381406768,377,592,LOSS
2026-03-06:TTWO:LONG,2026-03-06,TTWO,LONG,call,TTWO260313C00212500,7,7,OTM_1,210.29,212.3929,212.5,0.025,2026-03-06 11:25:00-05:00,2026-03-06 14:45:00-05:00,3.56,3.65,3.6489999999999996,3.55875,364.9,355.875,-9.024999999999972,-0.024732803507810264,7,2,LOSS
2026-03-06:URI:LONG,2026-03-06,URI,LONG,call,URI260313C00815000,7,7,OTM_1,806.82,814.8882000000001,815.0,0.025,2026-03-06 12:55:00-05:00,2026-03-06 15:45:00-05:00,16.8,17.2,17.22,16.77,1722.0,1677.0,-44.99999999999993,-0.026132404181184676,4,1,LOSS
2026-03-06:VRT:LONG,2026-03-06,VRT,LONG,call,VRT260313C00242500,7,7,OTM_1,241.04,243.4504,242.5,0.025,2026-03-06 14:40:00-05:00,2026-03-06 15:55:00-05:00,14.8,12.2,15.17,11.895,1517.0,1189.5,-327.50000000000006,-0.2158866183256427,2,28,LOSS
2026-03-06:WDAY:LONG,2026-03-06,WDAY,LONG,call,WDAY260313C00147000,7,7,OTM_1,145.92,147.3792,147.0,0.025,2026-03-06 09:45:00-05:00,2026-03-06 15:40:00-05:00,4.22,6.8,4.325499999999999,6.63,432.5499999999999,663.0,230.4500000000001,0.5327707779447466,2,1,WIN
2026-03-06:WFC:LONG,2026-03-06,WFC,LONG,call,WFC260313C00079000,7,7,OTM_1,78.09,78.8709,79.0,0.025,2026-03-06 09:55:00-05:00,2026-03-06 15:55:00-05:00,1.76,2.55,1.8039999999999998,2.4862499999999996,180.39999999999998,248.62499999999997,68.22499999999998,0.3781873614190687,5,2,WIN
2026-03-06:WYNN:LONG,2026-03-06,WYNN,LONG,call,WYNN260313C00103000,7,7,OTM_1,101.68,102.69680000000001,103.0,0.025,2026-03-06 11:10:00-05:00,2026-03-06 15:10:00-05:00,2.77,2.19,2.83925,2.13525,283.92499999999995,213.525,-70.39999999999998,-0.24795280443779155,3,1,LOSS
