option_symbol,timestamp_utc,timestamp_et,trading_date,open,high,low,close,volume,trade_count,vwap
DELL260327C00150000,2026-03-04T14:30:00+00:00,2026-03-04 09:30:00-05:00,2026-03-04,4.72,4.72,4.72,4.72,1,1,4.72
DELL260327C00150000,2026-03-04T14:40:00+00:00,2026-03-04 09:40:00-05:00,2026-03-04,6.0,6.0,6.0,6.0,1,1,6.0
DELL260327C00150000,2026-03-04T14:45:00+00:00,2026-03-04 09:45:00-05:00,2026-03-04,6.0,6.0,6.0,6.0,1,1,6.0
DELL260327C00150000,2026-03-04T15:40:00+00:00,2026-03-04 10:40:00-05:00,2026-03-04,5.48,5.48,5.45,5.45,4,3,5.4575
DELL260327C00150000,2026-03-04T15:55:00+00:00,2026-03-04 10:55:00-05:00,2026-03-04,5.35,5.35,5.35,5.35,1,1,5.35
DELL260327C00150000,2026-03-04T16:10:00+00:00,2026-03-04 11:10:00-05:00,2026-03-04,4.9,4.9,4.9,4.9,2,1,4.9
DELL260327C00150000,2026-03-04T16:15:00+00:00,2026-03-04 11:15:00-05:00,2026-03-04,5.1,5.1,5.1,5.1,10,1,5.1
DELL260327C00150000,2026-03-04T16:30:00+00:00,2026-03-04 11:30:00-05:00,2026-03-04,4.98,4.98,4.98,4.98,1,1,4.98
DELL260327C00150000,2026-03-04T18:25:00+00:00,2026-03-04 13:25:00-05:00,2026-03-04,5.4,5.43,5.4,5.43,2,2,5.415
DELL260327C00150000,2026-03-04T18:30:00+00:00,2026-03-04 13:30:00-05:00,2026-03-04,5.42,5.47,5.42,5.47,2,2,5.445
DELL260327C00150000,2026-03-04T18:45:00+00:00,2026-03-04 13:45:00-05:00,2026-03-04,5.43,5.43,5.43,5.43,1,1,5.43
DELL260327C00150000,2026-03-04T20:35:00+00:00,2026-03-04 15:35:00-05:00,2026-03-04,5.9,5.9,5.9,5.9,14,1,5.9
DELL260327C00150000,2026-03-04T20:55:00+00:00,2026-03-04 15:55:00-05:00,2026-03-04,5.52,5.52,5.52,5.52,1,1,5.52
DELL260327C00150000,2026-03-05T16:00:00+00:00,2026-03-05 11:00:00-05:00,2026-03-05,6.13,6.15,6.13,6.15,2,2,6.14
DELL260327C00150000,2026-03-05T17:45:00+00:00,2026-03-05 12:45:00-05:00,2026-03-05,4.3,4.3,4.3,4.3,1,1,4.3
DELL260327C00150000,2026-03-05T18:15:00+00:00,2026-03-05 13:15:00-05:00,2026-03-05,4.15,4.15,4.15,4.15,5,2,4.15
DELL260327C00150000,2026-03-05T18:45:00+00:00,2026-03-05 13:45:00-05:00,2026-03-05,4.44,4.44,4.44,4.44,22,1,4.44
DELL260327C00150000,2026-03-05T20:35:00+00:00,2026-03-05 15:35:00-05:00,2026-03-05,4.8,4.8,4.8,4.8,1,1,4.8
DELL260327C00150000,2026-03-05T20:45:00+00:00,2026-03-05 15:45:00-05:00,2026-03-05,4.85,4.85,4.85,4.85,12,1,4.85
DELL260327C00150000,2026-03-05T20:55:00+00:00,2026-03-05 15:55:00-05:00,2026-03-05,5.1,5.1,5.1,5.1,16,2,5.1
DELL260327C00150000,2026-03-06T16:40:00+00:00,2026-03-06 11:40:00-05:00,2026-03-06,6.0,6.0,6.0,6.0,3,1,6.0
DELL260327C00150000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,6.05,6.05,6.05,6.05,1,1,6.05
DELL260327C00150000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,6.05,6.05,6.05,6.05,3,1,6.05
DELL260327C00150000,2026-03-06T17:30:00+00:00,2026-03-06 12:30:00-05:00,2026-03-06,6.3,6.3,6.3,6.3,1,1,6.3
DELL260327C00150000,2026-03-06T18:05:00+00:00,2026-03-06 13:05:00-05:00,2026-03-06,6.1,6.1,6.1,6.1,1,1,6.1
DELL260327C00150000,2026-03-06T20:45:00+00:00,2026-03-06 15:45:00-05:00,2026-03-06,5.2,5.2,5.2,5.2,1,1,5.2
DELL260402C00145000,2026-03-03T16:05:00+00:00,2026-03-03 11:05:00-05:00,2026-03-03,7.7,7.7,7.7,7.7,1,1,7.7
DELL260402C00145000,2026-03-03T16:10:00+00:00,2026-03-03 11:10:00-05:00,2026-03-03,8.15,8.15,7.55,7.55,3,2,7.95
DELL260402C00145000,2026-03-03T16:25:00+00:00,2026-03-03 11:25:00-05:00,2026-03-03,7.55,7.55,7.55,7.55,1,1,7.55
DELL260402C00145000,2026-03-03T17:50:00+00:00,2026-03-03 12:50:00-05:00,2026-03-03,7.25,7.25,7.25,7.25,1,1,7.25
DELL260402C00145000,2026-03-03T18:50:00+00:00,2026-03-03 13:50:00-05:00,2026-03-03,7.4,7.4,7.25,7.4,12,11,7.333333
DELL260402C00145000,2026-03-03T18:55:00+00:00,2026-03-03 13:55:00-05:00,2026-03-03,7.4,7.4,7.2,7.2,11,9,7.259091
DELL260402C00145000,2026-03-03T19:00:00+00:00,2026-03-03 14:00:00-05:00,2026-03-03,7.25,7.25,7.25,7.25,4,4,7.25
DELL260402C00145000,2026-03-03T19:05:00+00:00,2026-03-03 14:05:00-05:00,2026-03-03,7.5,7.65,7.5,7.65,9,9,7.588889
DELL260402C00145000,2026-03-03T19:10:00+00:00,2026-03-03 14:10:00-05:00,2026-03-03,7.65,7.65,7.3,7.35,6,6,7.383333
DELL260402C00145000,2026-03-03T19:15:00+00:00,2026-03-03 14:15:00-05:00,2026-03-03,7.35,7.4,7.35,7.4,7,5,7.392857
DELL260402C00145000,2026-03-03T19:20:00+00:00,2026-03-03 14:20:00-05:00,2026-03-03,7.8,7.8,7.8,7.8,4,2,7.8
DELL260402C00145000,2026-03-03T19:25:00+00:00,2026-03-03 14:25:00-05:00,2026-03-03,7.75,8.05,7.75,7.8,18,11,7.822222
DELL260402C00145000,2026-03-03T19:30:00+00:00,2026-03-03 14:30:00-05:00,2026-03-03,8.0,8.15,7.85,8.0,14,10,7.935714
DELL260402C00145000,2026-03-03T19:35:00+00:00,2026-03-03 14:35:00-05:00,2026-03-03,7.95,8.35,7.9,8.35,15,13,8.123333
DELL260402C00145000,2026-03-03T19:40:00+00:00,2026-03-03 14:40:00-05:00,2026-03-03,8.3,8.45,8.27,8.27,7,7,8.338571
DELL260402C00145000,2026-03-03T19:45:00+00:00,2026-03-03 14:45:00-05:00,2026-03-03,8.25,8.3,8.25,8.3,5,5,8.29
DELL260402C00145000,2026-03-03T19:50:00+00:00,2026-03-03 14:50:00-05:00,2026-03-03,8.35,8.35,8.15,8.15,3,3,8.25
DELL260402C00145000,2026-03-03T19:55:00+00:00,2026-03-03 14:55:00-05:00,2026-03-03,8.1,8.1,7.95,8.0,6,5,8.041667
DELL260402C00145000,2026-03-03T20:00:00+00:00,2026-03-03 15:00:00-05:00,2026-03-03,8.0,8.0,7.9,7.9,17,13,7.977647
DELL260402C00145000,2026-03-03T20:05:00+00:00,2026-03-03 15:05:00-05:00,2026-03-03,7.95,7.95,7.9,7.9,8,4,7.925
DELL260402C00145000,2026-03-03T20:10:00+00:00,2026-03-03 15:10:00-05:00,2026-03-03,8.0,8.05,7.95,7.95,9,8,8.005556
DELL260402C00145000,2026-03-03T20:15:00+00:00,2026-03-03 15:15:00-05:00,2026-03-03,7.95,8.0,7.85,7.9,15,13,7.943333
DELL260402C00145000,2026-03-03T20:20:00+00:00,2026-03-03 15:20:00-05:00,2026-03-03,7.9,8.1,7.9,8.05,20,16,8.03
DELL260402C00145000,2026-03-04T14:45:00+00:00,2026-03-04 09:45:00-05:00,2026-03-04,9.5,9.5,9.5,9.5,2,1,9.5
DELL260402C00145000,2026-03-04T15:25:00+00:00,2026-03-04 10:25:00-05:00,2026-03-04,9.2,9.2,9.2,9.2,1,1,9.2
DELL260402C00145000,2026-03-04T16:35:00+00:00,2026-03-04 11:35:00-05:00,2026-03-04,8.0,8.0,8.0,8.0,1,1,8.0
DELL260402C00145000,2026-03-04T16:40:00+00:00,2026-03-04 11:40:00-05:00,2026-03-04,8.31,8.45,8.31,8.45,9,7,8.423333
DELL260402C00145000,2026-03-04T16:50:00+00:00,2026-03-04 11:50:00-05:00,2026-03-04,8.95,9.0,8.95,9.0,5,2,8.97
DELL260402C00145000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,9.31,9.31,9.31,9.31,2,2,9.31
DELL260402C00145000,2026-03-04T17:20:00+00:00,2026-03-04 12:20:00-05:00,2026-03-04,9.12,9.12,9.12,9.12,1,1,9.12
DELL260402C00145000,2026-03-04T18:25:00+00:00,2026-03-04 13:25:00-05:00,2026-03-04,8.75,8.75,8.75,8.75,1,1,8.75
DELL260402C00145000,2026-03-04T20:25:00+00:00,2026-03-04 15:25:00-05:00,2026-03-04,9.1,9.1,9.05,9.05,2,2,9.075
DELL260402C00145000,2026-03-05T16:35:00+00:00,2026-03-05 11:35:00-05:00,2026-03-05,9.6,9.6,9.6,9.6,1,1,9.6
DELL260402C00145000,2026-03-05T19:45:00+00:00,2026-03-05 14:45:00-05:00,2026-03-05,7.2,7.2,7.2,7.2,1,1,7.2
DELL260402C00145000,2026-03-06T16:45:00+00:00,2026-03-06 11:45:00-05:00,2026-03-06,9.35,9.35,9.35,9.35,1,1,9.35
DELL260402C00145000,2026-03-06T20:40:00+00:00,2026-03-06 15:40:00-05:00,2026-03-06,8.6,8.6,8.55,8.55,2,2,8.575
DELL260402C00146000,2026-03-05T15:30:00+00:00,2026-03-05 10:30:00-05:00,2026-03-05,8.2,8.2,8.2,8.2,1,1,8.2
DELL260402C00146000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,7.4,7.4,7.4,7.4,1,1,7.4
DELL260402C00148000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,7.34,7.34,7.34,7.34,3,1,7.34
DELL260402C00149000,2026-03-06T19:20:00+00:00,2026-03-06 14:20:00-05:00,2026-03-06,7.05,7.05,7.05,7.05,1,1,7.05
DELL260402C00150000,2026-03-03T14:30:00+00:00,2026-03-03 09:30:00-05:00,2026-03-03,9.18,9.18,8.42,8.42,10,2,9.104
DELL260402C00150000,2026-03-03T15:00:00+00:00,2026-03-03 10:00:00-05:00,2026-03-03,7.35,7.35,7.35,7.35,2,1,7.35
DELL260402C00150000,2026-03-03T15:40:00+00:00,2026-03-03 10:40:00-05:00,2026-03-03,5.88,5.88,5.88,5.88,1,1,5.88
DELL260402C00150000,2026-03-03T17:15:00+00:00,2026-03-03 12:15:00-05:00,2026-03-03,4.7,4.7,4.7,4.7,1,1,4.7
DELL260402C00150000,2026-03-03T19:35:00+00:00,2026-03-03 14:35:00-05:00,2026-03-03,5.65,5.65,5.65,5.65,1,1,5.65
DELL260402C00150000,2026-03-03T19:40:00+00:00,2026-03-03 14:40:00-05:00,2026-03-03,6.0,6.1,6.0,6.1,2,2,6.05
DELL260402C00150000,2026-03-03T19:45:00+00:00,2026-03-03 14:45:00-05:00,2026-03-03,6.0,6.0,6.0,6.0,3,3,6.0
DELL260402C00150000,2026-03-03T19:50:00+00:00,2026-03-03 14:50:00-05:00,2026-03-03,6.0,6.0,5.95,5.95,4,4,5.9625
DELL260402C00150000,2026-03-03T19:55:00+00:00,2026-03-03 14:55:00-05:00,2026-03-03,5.75,5.75,5.75,5.75,4,3,5.75
DELL260402C00150000,2026-03-03T20:15:00+00:00,2026-03-03 15:15:00-05:00,2026-03-03,5.75,5.75,5.7,5.7,4,2,5.725
DELL260402C00150000,2026-03-04T15:15:00+00:00,2026-03-04 10:15:00-05:00,2026-03-04,7.3,7.3,7.2,7.25,14,11,7.253571
DELL260402C00150000,2026-03-04T15:20:00+00:00,2026-03-04 10:20:00-05:00,2026-03-04,7.14,7.14,7.14,7.14,1,1,7.14
DELL260402C00150000,2026-03-04T15:30:00+00:00,2026-03-04 10:30:00-05:00,2026-03-04,6.5,6.5,6.5,6.5,1,1,6.5
DELL260402C00150000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,6.82,6.82,6.82,6.82,3,1,6.82
DELL260402C00150000,2026-03-04T17:20:00+00:00,2026-03-04 12:20:00-05:00,2026-03-04,6.7,6.7,6.7,6.7,1,1,6.7
DELL260402C00150000,2026-03-04T18:50:00+00:00,2026-03-04 13:50:00-05:00,2026-03-04,6.35,6.35,6.25,6.25,17,15,6.320588
DELL260402C00150000,2026-03-04T19:30:00+00:00,2026-03-04 14:30:00-05:00,2026-03-04,6.95,6.95,6.9,6.95,9,8,6.938889
DELL260402C00150000,2026-03-05T15:05:00+00:00,2026-03-05 10:05:00-05:00,2026-03-05,7.3,7.3,7.3,7.3,10,2,7.3
DELL260402C00150000,2026-03-05T15:10:00+00:00,2026-03-05 10:10:00-05:00,2026-03-05,6.95,6.95,6.95,6.95,5,1,6.95
DELL260402C00150000,2026-03-05T15:15:00+00:00,2026-03-05 10:15:00-05:00,2026-03-05,7.33,7.33,7.33,7.33,5,3,7.33
DELL260402C00150000,2026-03-05T15:25:00+00:00,2026-03-05 10:25:00-05:00,2026-03-05,6.7,6.7,6.49,6.49,12,3,6.525
DELL260402C00150000,2026-03-05T16:05:00+00:00,2026-03-05 11:05:00-05:00,2026-03-05,7.15,7.15,7.15,7.15,1,1,7.15
DELL260402C00150000,2026-03-05T16:15:00+00:00,2026-03-05 11:15:00-05:00,2026-03-05,7.15,7.15,7.15,7.15,5,2,7.15
DELL260402C00150000,2026-03-05T16:40:00+00:00,2026-03-05 11:40:00-05:00,2026-03-05,6.86,6.86,6.86,6.86,5,2,6.86
DELL260402C00150000,2026-03-05T17:35:00+00:00,2026-03-05 12:35:00-05:00,2026-03-05,5.4,5.4,5.4,5.4,1,1,5.4
DELL260402C00150000,2026-03-06T14:35:00+00:00,2026-03-06 09:35:00-05:00,2026-03-06,4.62,4.62,4.62,4.62,1,1,4.62
DELL260402C00150000,2026-03-06T15:40:00+00:00,2026-03-06 10:40:00-05:00,2026-03-06,6.56,6.56,6.56,6.56,1,1,6.56
DELL260402C00150000,2026-03-06T17:30:00+00:00,2026-03-06 12:30:00-05:00,2026-03-06,7.0,7.0,7.0,7.0,2,1,7.0
DELL260402C00150000,2026-03-06T18:30:00+00:00,2026-03-06 13:30:00-05:00,2026-03-06,7.1,7.1,7.1,7.1,1,1,7.1
DELL260402C00150000,2026-03-06T20:10:00+00:00,2026-03-06 15:10:00-05:00,2026-03-06,6.8,6.8,6.8,6.8,2,2,6.8
DG260313P00144000,2026-03-03T16:15:00+00:00,2026-03-03 11:15:00-05:00,2026-03-03,4.0,4.0,4.0,4.0,3,1,4.0
DG260313P00144000,2026-03-04T15:35:00+00:00,2026-03-04 10:35:00-05:00,2026-03-04,3.58,3.58,3.58,3.58,1,1,3.58
DG260313P00144000,2026-03-06T17:45:00+00:00,2026-03-06 12:45:00-05:00,2026-03-06,6.25,6.25,6.25,6.25,5,1,6.25
DG260313P00144000,2026-03-06T20:30:00+00:00,2026-03-06 15:30:00-05:00,2026-03-06,6.64,6.64,6.64,6.64,1,1,6.64
DG260313P00144000,2026-03-06T20:50:00+00:00,2026-03-06 15:50:00-05:00,2026-03-06,6.48,6.48,6.48,6.48,1,1,6.48
DG260313P00146000,2026-03-05T15:50:00+00:00,2026-03-05 10:50:00-05:00,2026-03-05,6.97,6.97,6.97,6.97,2,1,6.97
DG260313P00146000,2026-03-05T17:05:00+00:00,2026-03-05 12:05:00-05:00,2026-03-05,7.32,7.32,7.21,7.21,4,4,7.27
DG260313P00146000,2026-03-05T18:30:00+00:00,2026-03-05 13:30:00-05:00,2026-03-05,6.9,6.9,6.9,6.9,4,1,6.9
DG260313P00146000,2026-03-06T14:55:00+00:00,2026-03-06 09:55:00-05:00,2026-03-06,6.7,6.7,6.7,6.7,2,1,6.7
DG260313P00146000,2026-03-06T15:05:00+00:00,2026-03-06 10:05:00-05:00,2026-03-06,7.5,7.5,7.5,7.5,2,1,7.5
DG260313P00147000,2026-03-04T15:35:00+00:00,2026-03-04 10:35:00-05:00,2026-03-04,4.62,4.62,4.62,4.62,1,1,4.62
DG260313P00147000,2026-03-05T14:30:00+00:00,2026-03-05 09:30:00-05:00,2026-03-05,7.2,7.2,7.2,7.2,1,1,7.2
DG260313P00147000,2026-03-05T15:05:00+00:00,2026-03-05 10:05:00-05:00,2026-03-05,6.24,6.24,6.24,6.24,1,1,6.24
DG260313P00147000,2026-03-05T15:10:00+00:00,2026-03-05 10:10:00-05:00,2026-03-05,7.93,7.93,7.93,7.93,1,1,7.93
DG260313P00147000,2026-03-05T16:35:00+00:00,2026-03-05 11:35:00-05:00,2026-03-05,7.85,7.85,7.85,7.85,2,1,7.85
DG260313P00147000,2026-03-05T19:35:00+00:00,2026-03-05 14:35:00-05:00,2026-03-05,7.7,7.7,7.7,7.7,1,1,7.7
DG260313P00147000,2026-03-05T19:40:00+00:00,2026-03-05 14:40:00-05:00,2026-03-05,7.55,7.55,7.55,7.55,1,1,7.55
DG260313P00147000,2026-03-05T20:15:00+00:00,2026-03-05 15:15:00-05:00,2026-03-05,7.4,7.4,7.4,7.4,1,1,7.4
DG260313P00147000,2026-03-06T14:55:00+00:00,2026-03-06 09:55:00-05:00,2026-03-06,7.15,7.15,7.15,7.15,4,1,7.15
DG260313P00148000,2026-03-03T17:10:00+00:00,2026-03-03 12:10:00-05:00,2026-03-03,5.75,5.75,5.57,5.57,2,2,5.66
DG260313P00148000,2026-03-05T15:00:00+00:00,2026-03-05 10:00:00-05:00,2026-03-05,6.06,6.06,6.06,6.06,1,1,6.06
DG260313P00148000,2026-03-05T15:25:00+00:00,2026-03-05 10:25:00-05:00,2026-03-05,8.26,8.26,8.26,8.26,1,1,8.26
DG260313P00148000,2026-03-05T18:05:00+00:00,2026-03-05 13:05:00-05:00,2026-03-05,8.41,8.41,8.41,8.41,1,1,8.41
DG260313P00148000,2026-03-05T19:40:00+00:00,2026-03-05 14:40:00-05:00,2026-03-05,8.05,8.05,8.05,8.05,1,1,8.05
DG260313P00150000,2026-03-03T15:30:00+00:00,2026-03-03 10:30:00-05:00,2026-03-03,7.24,7.24,7.24,7.24,1,1,7.24
DG260313P00150000,2026-03-03T16:00:00+00:00,2026-03-03 11:00:00-05:00,2026-03-03,7.54,7.54,7.54,7.54,2,2,7.54
DG260313P00150000,2026-03-04T17:35:00+00:00,2026-03-04 12:35:00-05:00,2026-03-04,6.76,6.76,6.76,6.76,1,1,6.76
DG260313P00150000,2026-03-04T17:55:00+00:00,2026-03-04 12:55:00-05:00,2026-03-04,6.93,6.93,6.93,6.93,2,2,6.93
DG260313P00150000,2026-03-04T18:00:00+00:00,2026-03-04 13:00:00-05:00,2026-03-04,6.92,6.92,6.92,6.92,1,1,6.92
DG260313P00150000,2026-03-04T19:10:00+00:00,2026-03-04 14:10:00-05:00,2026-03-04,6.4,6.4,6.39,6.39,200,11,6.39405
DG260313P00150000,2026-03-05T15:25:00+00:00,2026-03-05 10:25:00-05:00,2026-03-05,9.72,9.72,9.72,9.72,1,1,9.72
DG260313P00150000,2026-03-05T20:35:00+00:00,2026-03-05 15:35:00-05:00,2026-03-05,8.95,8.95,8.95,8.95,5,5,8.95
DG260313P00150000,2026-03-05T20:50:00+00:00,2026-03-05 15:50:00-05:00,2026-03-05,9.06,9.06,9.06,9.06,1,1,9.06
DG260320P00144000,2026-03-06T15:05:00+00:00,2026-03-06 10:05:00-05:00,2026-03-06,6.93,6.93,6.93,6.93,2,1,6.93
DG260320P00144000,2026-03-06T17:00:00+00:00,2026-03-06 12:00:00-05:00,2026-03-06,6.94,7.02,6.94,7.02,2,2,6.98
DG260320P00146000,2026-03-04T20:05:00+00:00,2026-03-04 15:05:00-05:00,2026-03-04,5.65,5.65,5.65,5.65,41,4,5.65
DG260320P00146000,2026-03-05T16:25:00+00:00,2026-03-05 11:25:00-05:00,2026-03-05,7.77,7.77,7.77,7.77,1,1,7.77
DG260320P00146000,2026-03-05T20:25:00+00:00,2026-03-05 15:25:00-05:00,2026-03-05,7.5,7.5,7.5,7.5,7,1,7.5
DG260320P00146000,2026-03-05T20:45:00+00:00,2026-03-05 15:45:00-05:00,2026-03-05,7.85,7.85,7.85,7.85,1,1,7.85
DG260320P00146000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,7.91,7.91,7.91,7.91,1,1,7.91
DG260320P00146000,2026-03-06T18:05:00+00:00,2026-03-06 13:05:00-05:00,2026-03-06,8.02,8.02,8.02,8.02,1,1,8.02
DG260320P00147000,2026-03-03T20:20:00+00:00,2026-03-03 15:20:00-05:00,2026-03-03,5.36,5.36,5.35,5.35,10,4,5.355
DG260320P00147000,2026-03-05T15:25:00+00:00,2026-03-05 10:25:00-05:00,2026-03-05,8.34,8.34,8.34,8.34,1,1,8.34
DG260320P00147000,2026-03-05T15:50:00+00:00,2026-03-05 10:50:00-05:00,2026-03-05,7.8,7.8,7.8,7.8,1,1,7.8
DG260320P00147000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,8.47,8.59,8.47,8.59,2,2,8.53
DG260320P00147000,2026-03-06T19:00:00+00:00,2026-03-06 14:00:00-05:00,2026-03-06,8.3,8.3,8.3,8.3,1,1,8.3
DG260320P00148000,2026-03-03T15:20:00+00:00,2026-03-03 10:20:00-05:00,2026-03-03,6.85,6.85,6.85,6.85,1,1,6.85
DG260320P00148000,2026-03-06T16:55:00+00:00,2026-03-06 11:55:00-05:00,2026-03-06,9.11,9.11,9.11,9.11,1,1,9.11
DG260320P00150000,2026-03-05T15:25:00+00:00,2026-03-05 10:25:00-05:00,2026-03-05,9.4,9.4,9.4,9.4,1,1,9.4
DG260320P00150000,2026-03-05T16:50:00+00:00,2026-03-05 11:50:00-05:00,2026-03-05,10.27,10.27,10.27,10.27,1,1,10.27
DG260320P00150000,2026-03-06T20:10:00+00:00,2026-03-06 15:10:00-05:00,2026-03-06,10.2,10.2,10.2,10.2,1,1,10.2
DG260327P00144000,2026-03-05T20:40:00+00:00,2026-03-05 15:40:00-05:00,2026-03-05,7.17,7.17,7.17,7.17,1,1,7.17
DG260327P00144000,2026-03-06T17:10:00+00:00,2026-03-06 12:10:00-05:00,2026-03-06,7.6,7.65,7.48,7.65,4,3,7.5825
DG260327P00146000,2026-03-06T15:05:00+00:00,2026-03-06 10:05:00-05:00,2026-03-06,8.62,8.62,8.62,8.62,1,1,8.62
DG260327P00146000,2026-03-06T15:15:00+00:00,2026-03-06 10:15:00-05:00,2026-03-06,8.82,8.82,8.8,8.8,10,4,8.809
DG260327P00146000,2026-03-06T15:25:00+00:00,2026-03-06 10:25:00-05:00,2026-03-06,8.88,8.88,8.75,8.75,2,2,8.815
DG260327P00146000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,8.3,8.38,8.3,8.38,2,2,8.34
DG260327P00146000,2026-03-06T17:20:00+00:00,2026-03-06 12:20:00-05:00,2026-03-06,8.4,8.4,8.4,8.4,1,1,8.4
DG260327P00147000,2026-03-05T16:05:00+00:00,2026-03-05 11:05:00-05:00,2026-03-05,8.65,8.65,8.65,8.65,4,4,8.65
DG260327P00147000,2026-03-05T20:40:00+00:00,2026-03-05 15:40:00-05:00,2026-03-05,8.63,8.63,8.63,8.63,1,1,8.63
DG260327P00147000,2026-03-06T16:00:00+00:00,2026-03-06 11:00:00-05:00,2026-03-06,9.0,9.0,9.0,9.0,10,1,9.0
DG260327P00147000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,9.21,9.21,9.07,9.07,2,2,9.14
DG260327P00148000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,9.69,9.69,9.55,9.57,4,3,9.625
DG260327P00150000,2026-03-03T14:30:00+00:00,2026-03-03 09:30:00-05:00,2026-03-03,8.1,8.1,8.1,8.1,1,1,8.1
DG260327P00150000,2026-03-04T16:50:00+00:00,2026-03-04 11:50:00-05:00,2026-03-04,7.4,7.4,7.4,7.4,2,1,7.4
DG260327P00150000,2026-03-04T16:55:00+00:00,2026-03-04 11:55:00-05:00,2026-03-04,7.55,7.55,7.55,7.55,3,2,7.55
DG260327P00150000,2026-03-04T17:00:00+00:00,2026-03-04 12:00:00-05:00,2026-03-04,7.6,7.6,7.6,7.6,1,1,7.6
DG260327P00150000,2026-03-05T16:00:00+00:00,2026-03-05 11:00:00-05:00,2026-03-05,10.2,10.2,10.2,10.2,1,1,10.2
DG260327P00150000,2026-03-06T15:05:00+00:00,2026-03-06 10:05:00-05:00,2026-03-06,10.95,10.95,10.95,10.95,1,1,10.95
DG260402P00146000,2026-03-06T15:15:00+00:00,2026-03-06 10:15:00-05:00,2026-03-06,8.94,8.94,8.93,8.93,10,4,8.933
DG260402P00146000,2026-03-06T15:25:00+00:00,2026-03-06 10:25:00-05:00,2026-03-06,9.02,9.02,8.89,8.89,2,2,8.955
DG260402P00146000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,8.68,8.68,8.65,8.65,2,2,8.665
DG260402P00147000,2026-03-05T16:25:00+00:00,2026-03-05 11:25:00-05:00,2026-03-05,9.2,9.2,9.2,9.2,3,1,9.2
DG260402P00147000,2026-03-06T16:00:00+00:00,2026-03-06 11:00:00-05:00,2026-03-06,9.15,9.15,9.15,9.15,10,1,9.15
DG260402P00147000,2026-03-06T17:05:00+00:00,2026-03-06 12:05:00-05:00,2026-03-06,9.15,9.15,9.15,9.15,3,1,9.15
DG260402P00147000,2026-03-06T19:00:00+00:00,2026-03-06 14:00:00-05:00,2026-03-06,9.22,9.22,9.22,9.22,1,1,9.22
DG260402P00150000,2026-03-03T15:30:00+00:00,2026-03-03 10:30:00-05:00,2026-03-03,8.29,8.29,8.29,8.29,2,1,8.29
DG260402P00150000,2026-03-03T20:50:00+00:00,2026-03-03 15:50:00-05:00,2026-03-03,7.5,7.5,7.5,7.5,1,1,7.5
DG260402P00150000,2026-03-05T15:10:00+00:00,2026-03-05 10:10:00-05:00,2026-03-05,10.25,10.25,10.25,10.25,1,1,10.25
DG260402P00150000,2026-03-05T16:05:00+00:00,2026-03-05 11:05:00-05:00,2026-03-05,10.65,10.65,10.65,10.65,2,1,10.65
DLTR260313P00114000,2026-03-03T14:30:00+00:00,2026-03-03 09:30:00-05:00,2026-03-03,1.74,1.74,1.74,1.74,3,1,1.74
DLTR260313P00114000,2026-03-03T20:20:00+00:00,2026-03-03 15:20:00-05:00,2026-03-03,1.64,1.64,1.64,1.64,2,1,1.64
DLTR260313P00114000,2026-03-04T15:45:00+00:00,2026-03-04 10:45:00-05:00,2026-03-04,1.9,1.9,1.9,1.9,1,1,1.9
DLTR260313P00114000,2026-03-04T20:55:00+00:00,2026-03-04 15:55:00-05:00,2026-03-04,1.69,1.69,1.69,1.69,1,1,1.69
DLTR260313P00114000,2026-03-05T17:40:00+00:00,2026-03-05 12:40:00-05:00,2026-03-05,2.24,2.24,2.24,2.24,5,1,2.24
DLTR260313P00114000,2026-03-06T15:10:00+00:00,2026-03-06 10:10:00-05:00,2026-03-06,2.77,2.77,2.77,2.77,1,1,2.77
DLTR260313P00114000,2026-03-06T15:30:00+00:00,2026-03-06 10:30:00-05:00,2026-03-06,2.95,2.95,2.95,2.95,1,1,2.95
DLTR260313P00114000,2026-03-06T16:15:00+00:00,2026-03-06 11:15:00-05:00,2026-03-06,2.73,2.73,2.72,2.72,2,2,2.725
DLTR260313P00114000,2026-03-06T16:25:00+00:00,2026-03-06 11:25:00-05:00,2026-03-06,2.64,2.64,2.64,2.64,1,1,2.64
DLTR260313P00115000,2026-03-03T16:20:00+00:00,2026-03-03 11:20:00-05:00,2026-03-03,2.71,2.71,2.71,2.71,30,1,2.71
