strategy,trading_date,symbol,direction,entry_price,exit_price,signal_value,return
OPENING_MOMENTUM,2026-03-03,EXC,SHORT,48.09,48.96,-0.02176566314076467,-0.01809107922645037
OPENING_REVERSAL,2026-03-03,EXC,LONG,48.09,48.96,-0.02176566314076467,0.01809107922645037
VWAP_MOMENTUM,2026-03-03,EXC,SHORT,48.09,48.96,-0.005160121825452224,-0.01809107922645037
OPENING_MOMENTUM,2026-03-03,FANG,SHORT,177.41,177.47,-0.01564667369472339,-0.0003381996505269491
OPENING_REVERSAL,2026-03-03,FANG,LONG,177.41,177.47,-0.01564667369472339,0.0003381996505269491
VWAP_MOMENTUM,2026-03-03,FANG,SHORT,177.41,177.47,-0.008657229438524094,-0.0003381996505269491
OPENING_MOMENTUM,2026-03-03,GD,SHORT,359.87,364.69,-0.008977501170379765,-0.013393725511990473
OPENING_REVERSAL,2026-03-03,GD,LONG,359.87,364.69,-0.008977501170379765,0.013393725511990473
OPENING_MOMENTUM,2026-03-03,GE,SHORT,334.69,334.19,-0.015588693785111407,0.001493919746631156
OPENING_REVERSAL,2026-03-03,GE,LONG,334.69,334.19,-0.015588693785111407,-0.001493919746631156
GAP_FOLLOW,2026-03-03,GE,SHORT,339.99,334.19,-0.016502986736863345,0.017059325274272785
GAP_FADE,2026-03-03,GE,LONG,339.99,334.19,-0.016502986736863345,-0.017059325274272785
VWAP_MOMENTUM,2026-03-03,GE,SHORT,334.69,334.19,-0.005097020640229655,0.001493919746631156
GAP_FOLLOW,2026-03-03,GOOG,SHORT,298.21,303.49,-0.026189465434477532,-0.017705643673921134
GAP_FADE,2026-03-03,GOOG,LONG,298.21,303.49,-0.026189465434477532,0.017705643673921134
GAP_FOLLOW,2026-03-03,GOOGL,SHORT,298.4,303.62,-0.025600835945663647,-0.017493297587131362
GAP_FADE,2026-03-03,GOOGL,LONG,298.4,303.62,-0.025600835945663647,0.017493297587131362
GAP_FOLLOW,2026-03-03,GS,SHORT,830.095,862.31,-0.03625249616867132,-0.03880881103970024
GAP_FADE,2026-03-03,GS,LONG,830.095,862.31,-0.03625249616867132,0.03880881103970024
OPENING_MOMENTUM,2026-03-03,HAL,SHORT,34.965,35.25,-0.01893939393939381,-0.00815100815100811
OPENING_REVERSAL,2026-03-03,HAL,LONG,34.965,35.25,-0.01893939393939381,0.00815100815100811
VWAP_MOMENTUM,2026-03-03,HAL,SHORT,34.965,35.25,-0.013130283832311518,-0.00815100815100811
GAP_FOLLOW,2026-03-03,HD,SHORT,363.825,366.955,-0.018413597733710985,-0.008603037174465644
GAP_FADE,2026-03-03,HD,LONG,363.825,366.955,-0.018413597733710985,0.008603037174465644
GAP_FOLLOW,2026-03-03,HON,SHORT,244.215,243.855,-0.015103242458461064,0.0014741109268473496
GAP_FADE,2026-03-03,HON,LONG,244.215,243.855,-0.015103242458461064,-0.0014741109268473496
VWAP_MOMENTUM,2026-03-03,HON,SHORT,242.56,243.855,-0.007399124886829034,-0.005338885224274392
OPENING_MOMENTUM,2026-03-03,HUBB,SHORT,494.51,488.09,-0.010514942022750717,0.012982548381225922
OPENING_REVERSAL,2026-03-03,HUBB,LONG,494.51,488.09,-0.010514942022750717,-0.012982548381225922
GAP_FOLLOW,2026-03-03,HUBB,SHORT,499.765,488.09,-0.034111883111235586,0.023360979660440484
GAP_FADE,2026-03-03,HUBB,LONG,499.765,488.09,-0.034111883111235586,-0.023360979660440484
OPENING_MOMENTUM,2026-03-03,HWM,SHORT,255.38,258.81,-0.015952527743526512,-0.013430965619860569
OPENING_REVERSAL,2026-03-03,HWM,LONG,255.38,258.81,-0.015952527743526512,0.013430965619860569
GAP_FOLLOW,2026-03-03,HWM,SHORT,259.52,258.81,-0.021307086020288968,0.0027358199753390045
GAP_FADE,2026-03-03,HWM,LONG,259.52,258.81,-0.021307086020288968,-0.0027358199753390045
VWAP_MOMENTUM,2026-03-03,HWM,SHORT,255.38,258.81,-0.006709672178382364,-0.013430965619860569
GAP_FOLLOW,2026-03-03,IBM,SHORT,236.34,245.38,-0.012039127163280594,-0.038249978844038246
GAP_FADE,2026-03-03,IBM,LONG,236.34,245.38,-0.012039127163280594,0.038249978844038246
OPENING_MOMENTUM,2026-03-03,INTC,SHORT,42.765,43.12,-0.013722324723247192,-0.008301180872208436
OPENING_REVERSAL,2026-03-03,INTC,LONG,42.765,43.12,-0.013722324723247192,0.008301180872208436
GAP_FOLLOW,2026-03-03,INTC,SHORT,43.36,43.12,-0.046613896218117845,0.005535055350553542
GAP_FADE,2026-03-03,INTC,LONG,43.36,43.12,-0.046613896218117845,-0.005535055350553542
OPENING_MOMENTUM,2026-03-03,IREN,SHORT,39.13,38.855,-0.013363590519414825,0.007027855865065269
OPENING_REVERSAL,2026-03-03,IREN,LONG,39.13,38.855,-0.013363590519414825,-0.007027855865065269
GAP_FOLLOW,2026-03-03,IREN,SHORT,39.66,38.855,-0.04145015105740191,0.02029752899646997
GAP_FADE,2026-03-03,IREN,LONG,39.66,38.855,-0.04145015105740191,-0.02029752899646997
VWAP_MOMENTUM,2026-03-03,IREN,SHORT,39.13,38.855,-0.009951548931047438,0.007027855865065269
GAP_FOLLOW,2026-03-03,ISRG,SHORT,488.99,497.125,-0.014629722921914334,-0.01663633203132986
GAP_FADE,2026-03-03,ISRG,LONG,488.99,497.125,-0.014629722921914334,0.01663633203132986
OPENING_MOMENTUM,2026-03-03,JCI,SHORT,139.08,139.54,-0.01717193131227457,-0.0033074489502442628
OPENING_REVERSAL,2026-03-03,JCI,LONG,139.08,139.54,-0.01717193131227457,0.0033074489502442628
GAP_FOLLOW,2026-03-03,JCI,SHORT,141.51,139.54,-0.027623170480313375,0.013921277648222707
GAP_FADE,2026-03-03,JCI,LONG,141.51,139.54,-0.027623170480313375,-0.013921277648222707
VWAP_MOMENTUM,2026-03-03,JCI,SHORT,139.08,139.54,-0.005364768498991035,-0.0033074489502442628
GAP_FOLLOW,2026-03-03,JPM,SHORT,290.87,300.22,-0.022318577526805772,-0.03214494447691418
GAP_FADE,2026-03-03,JPM,LONG,290.87,300.22,-0.022318577526805772,0.03214494447691418
VWAP_MOMENTUM,2026-03-03,JPM,LONG,292.58,300.22,0.005116654368311879,0.026112516234876093
OPENING_MOMENTUM,2026-03-03,KMI,SHORT,33.605,33.945,-0.012488980311490039,-0.010117542032435756
OPENING_REVERSAL,2026-03-03,KMI,LONG,33.605,33.945,-0.012488980311490039,0.010117542032435756
OPENING_MOMENTUM,2026-03-03,KO,SHORT,79.21,79.36,-0.007952908760723965,-0.001893700290367395
OPENING_REVERSAL,2026-03-03,KO,LONG,79.21,79.36,-0.007952908760723965,0.001893700290367395
OPENING_MOMENTUM,2026-03-03,LHX,SHORT,370.09,367.99,-0.010719059075113724,0.005674295441649213
OPENING_REVERSAL,2026-03-03,LHX,LONG,370.09,367.99,-0.010719059075113724,-0.005674295441649213
GAP_FOLLOW,2026-03-03,LHX,SHORT,374.1,367.99,-0.012290266795157767,0.016332531408714268
GAP_FADE,2026-03-03,LHX,LONG,374.1,367.99,-0.012290266795157767,-0.016332531408714268
VWAP_MOMENTUM,2026-03-03,LHX,SHORT,370.09,367.99,-0.007872994615182982,0.005674295441649213
OPENING_MOMENTUM,2026-03-03,LIN,SHORT,495.15,501.64,-0.010630007792674978,-0.013107139250732036
OPENING_REVERSAL,2026-03-03,LIN,LONG,495.15,501.64,-0.010630007792674978,0.013107139250732036
GAP_FOLLOW,2026-03-03,LIN,SHORT,500.47,501.64,-0.0174918528407082,-0.0023378024656821594
GAP_FADE,2026-03-03,LIN,LONG,500.47,501.64,-0.0174918528407082,0.0023378024656821594
OPENING_MOMENTUM,2026-03-03,LLY,SHORT,998.59,1007.09,-0.014093684745745905,-0.008512001922710954
OPENING_REVERSAL,2026-03-03,LLY,LONG,998.59,1007.09,-0.014093684745745905,0.008512001922710954
VWAP_MOMENTUM,2026-03-03,LLY,SHORT,998.59,1007.09,-0.010268332373840283,-0.008512001922710954
OPENING_MOMENTUM,2026-03-03,LMT,SHORT,664.4,667.76,-0.026120606256046508,-0.005057194461167924
OPENING_REVERSAL,2026-03-03,LMT,LONG,664.4,667.76,-0.026120606256046508,0.005057194461167924
VWAP_MOMENTUM,2026-03-03,LMT,SHORT,664.4,667.76,-0.015217493938251003,-0.005057194461167924
GAP_FOLLOW,2026-03-03,LOW,SHORT,251.81,257.77,-0.02068992338505815,-0.023668639053254337
GAP_FADE,2026-03-03,LOW,LONG,251.81,257.77,-0.02068992338505815,0.023668639053254337
OPENING_MOMENTUM,2026-03-03,LRCX,SHORT,219.3,217.32,-0.019625374402074236,0.009028727770177936
OPENING_REVERSAL,2026-03-03,LRCX,LONG,219.3,217.32,-0.019625374402074236,-0.009028727770177936
GAP_FOLLOW,2026-03-03,LRCX,SHORT,223.69,217.32,-0.031141718641718663,0.028476910009388012
GAP_FADE,2026-03-03,LRCX,LONG,223.69,217.32,-0.031141718641718663,-0.028476910009388012
VWAP_MOMENTUM,2026-03-03,LRCX,SHORT,219.3,217.32,-0.009415260967585382,0.009028727770177936
OPENING_MOMENTUM,2026-03-03,MA,LONG,518.335,524.17,0.008728228082125256,0.011257198529908141
OPENING_REVERSAL,2026-03-03,MA,SHORT,518.335,524.17,0.008728228082125256,-0.011257198529908141
GAP_FOLLOW,2026-03-03,MA,SHORT,513.85,524.17,-0.013770932296914618,-0.020083682008368076
GAP_FADE,2026-03-03,MA,LONG,513.85,524.17,-0.013770932296914618,0.020083682008368076
GAP_FOLLOW,2026-03-03,MCD,SHORT,329.84,331.955,-0.014755959137343955,-0.0064121998544748315
GAP_FADE,2026-03-03,MCD,LONG,329.84,331.955,-0.014755959137343955,0.0064121998544748315
GAP_FOLLOW,2026-03-03,META,SHORT,645.665,655.04,-0.012064876444036421,-0.014519913577474286
GAP_FADE,2026-03-03,META,LONG,645.665,655.04,-0.012064876444036421,0.014519913577474286
VWAP_MOMENTUM,2026-03-03,META,SHORT,645.625,655.04,-0.007015661123110362,-0.014582768635043486
OPENING_MOMENTUM,2026-03-03,MPC,SHORT,207.75,211.99,-0.0302252304819699,-0.020409145607701573
OPENING_REVERSAL,2026-03-03,MPC,LONG,207.75,211.99,-0.0302252304819699,0.020409145607701573
GAP_FOLLOW,2026-03-03,MPC,LONG,214.225,211.99,0.02114018780685445,-0.010432956004201133
GAP_FADE,2026-03-03,MPC,SHORT,214.225,211.99,0.02114018780685445,0.010432956004201133
VWAP_MOMENTUM,2026-03-03,MPC,SHORT,207.75,211.99,-0.007814521795814211,-0.020409145607701573
GAP_FOLLOW,2026-03-03,MRK,SHORT,119.775,119.755,-0.012978986402966575,0.00016697975370494333
GAP_FADE,2026-03-03,MRK,LONG,119.775,119.755,-0.012978986402966575,-0.00016697975370494333
GAP_FOLLOW,2026-03-03,MS,SHORT,161.78,165.86,-0.031141454066355156,-0.02521943379898639
GAP_FADE,2026-03-03,MS,LONG,161.78,165.86,-0.031141454066355156,0.02521943379898639
GAP_FOLLOW,2026-03-03,MSFT,SHORT,393.095,403.8,-0.013538608246129069,-0.027232602805937534
GAP_FADE,2026-03-03,MSFT,LONG,393.095,403.8,-0.013538608246129069,0.027232602805937534
GAP_FOLLOW,2026-03-03,MU,SHORT,386.55,379.78,-0.06277276694791967,0.017513905057560564
GAP_FADE,2026-03-03,MU,LONG,386.55,379.78,-0.06277276694791967,-0.017513905057560564
OPENING_MOMENTUM,2026-03-03,NEE,SHORT,90.685,92.55,-0.00879877582249422,-0.020565694436786686
OPENING_REVERSAL,2026-03-03,NEE,LONG,90.685,92.55,-0.00879877582249422,0.020565694436786686
GAP_FOLLOW,2026-03-03,NEE,SHORT,91.49,92.55,-0.012946380407811042,-0.01158596567930914
GAP_FADE,2026-03-03,NEE,LONG,91.49,92.55,-0.012946380407811042,0.01158596567930914
GAP_FOLLOW,2026-03-03,NFLX,SHORT,95.985,97.705,-0.011075623325777939,-0.01791946658332022
GAP_FADE,2026-03-03,NFLX,LONG,95.985,97.705,-0.011075623325777939,0.01791946658332022
VWAP_MOMENTUM,2026-03-03,NFLX,SHORT,96.275,97.705,-0.008198540397844956,-0.014853284861074956
OPENING_MOMENTUM,2026-03-03,NOC,SHORT,756.5,759.165,-0.014537685954719493,-0.003522802379378742
OPENING_REVERSAL,2026-03-03,NOC,LONG,756.5,759.165,-0.014537685954719493,0.003522802379378742
GAP_FOLLOW,2026-03-03,NOW,SHORT,107.9,113.21,-0.013891427526960265,-0.04921223354958282
GAP_FADE,2026-03-03,NOW,LONG,107.9,113.21,-0.013891427526960265,0.04921223354958282
GAP_FOLLOW,2026-03-03,NVDA,SHORT,178.48,180.03,-0.02149122807017556,-0.008684446436575621
GAP_FADE,2026-03-03,NVDA,LONG,178.48,180.03,-0.02149122807017556,0.008684446436575621
OPENING_MOMENTUM,2026-03-03,OKE,SHORT,84.72,84.74,-0.021483021483021503,-0.00023607176581674771
OPENING_REVERSAL,2026-03-03,OKE,LONG,84.72,84.74,-0.021483021483021503,0.00023607176581674771
VWAP_MOMENTUM,2026-03-03,OKE,SHORT,84.72,84.74,-0.009370015541491528,-0.00023607176581674771
GAP_FOLLOW,2026-03-03,ORCL,SHORT,145.08,149.025,-0.027353177795655603,-0.02719189412737788
GAP_FADE,2026-03-03,ORCL,LONG,145.08,149.025,-0.027353177795655603,0.02719189412737788
OPENING_MOMENTUM,2026-03-03,OXY,SHORT,53.245,53.69,-0.031909090909091,-0.008357592262184355
OPENING_REVERSAL,2026-03-03,OXY,LONG,53.245,53.69,-0.031909090909091,0.008357592262184355
GAP_FOLLOW,2026-03-03,OXY,LONG,55.0,53.69,0.014947407270714086,-0.02381818181818185
GAP_FADE,2026-03-03,OXY,SHORT,55.0,53.69,0.014947407270714086,0.02381818181818185
VWAP_MOMENTUM,2026-03-03,OXY,SHORT,53.245,53.69,-0.009539823470920972,-0.008357592262184355
OPENING_MOMENTUM,2026-03-03,PANW,LONG,151.43,156.14,0.015729281953248186,0.031103480155847407
OPENING_REVERSAL,2026-03-03,PANW,SHORT,151.43,156.14,0.015729281953248186,-0.031103480155847407
OPENING_MOMENTUM,2026-03-03,PCG,SHORT,18.575,18.91,-0.009861407249467047,-0.018034993270525046
OPENING_REVERSAL,2026-03-03,PCG,LONG,18.575,18.91,-0.009861407249467047,0.018034993270525046
GAP_FOLLOW,2026-03-03,PCG,SHORT,18.76,18.91,-0.01728653745416442,-0.007995735607675858
GAP_FADE,2026-03-03,PCG,LONG,18.76,18.91,-0.01728653745416442,0.007995735607675858
OPENING_MOMENTUM,2026-03-03,PEG,SHORT,81.975,83.91,-0.017204172161611297,-0.02360475754803293
OPENING_REVERSAL,2026-03-03,PEG,LONG,81.975,83.91,-0.017204172161611297,0.02360475754803293
GAP_FOLLOW,2026-03-03,PEG,SHORT,83.41,83.91,-0.012431920435709176,-0.005994485073732125
GAP_FADE,2026-03-03,PEG,LONG,83.41,83.91,-0.012431920435709176,0.005994485073732125
VWAP_MOMENTUM,2026-03-03,PEG,SHORT,81.975,83.91,-0.005057556233016736,-0.02360475754803293
OPENING_MOMENTUM,2026-03-03,PG,SHORT,159.51,159.64,-0.014000927213722814,-0.0008149959250203231
OPENING_REVERSAL,2026-03-03,PG,LONG,159.51,159.64,-0.014000927213722814,0.0008149959250203231
GAP_FOLLOW,2026-03-03,PG,SHORT,161.775,159.64,-0.010489938222521311,0.013197341987328248
GAP_FADE,2026-03-03,PG,LONG,161.775,159.64,-0.010489938222521311,-0.013197341987328248
VWAP_MOMENTUM,2026-03-03,PG,SHORT,159.51,159.64,-0.007715259841569844,-0.0008149959250203231
GAP_FOLLOW,2026-03-03,PLD,SHORT,139.1,140.97,-0.025091112980095365,-0.013443565780014488
GAP_FADE,2026-03-03,PLD,LONG,139.1,140.97,-0.025091112980095365,0.013443565780014488
OPENING_MOMENTUM,2026-03-03,PM,SHORT,179.905,177.97,-0.010532394676053158,0.010755676607098197
OPENING_REVERSAL,2026-03-03,PM,LONG,179.905,177.97,-0.010532394676053158,-0.010755676607098197
GAP_FOLLOW,2026-03-03,PM,SHORT,181.82,177.97,-0.010987815491732,0.021174788252117493
GAP_FADE,2026-03-03,PM,LONG,181.82,177.97,-0.010987815491732,-0.021174788252117493
OPENING_MOMENTUM,2026-03-03,PSX,SHORT,157.33,159.75,-0.029785397138628378,-0.015381681815292536
OPENING_REVERSAL,2026-03-03,PSX,LONG,157.33,159.75,-0.029785397138628378,0.015381681815292536
GAP_FOLLOW,2026-03-03,PSX,LONG,162.16,159.75,0.012866958151155572,-0.01486186482486429
GAP_FADE,2026-03-03,PSX,SHORT,162.16,159.75,0.012866958151155572,0.01486186482486429
VWAP_MOMENTUM,2026-03-03,PSX,SHORT,157.33,159.75,-0.011938875607948596,-0.015381681815292536
GAP_FOLLOW,2026-03-03,PWR,SHORT,554.71,565.75,-0.03136186634536453,-0.019902291287339224
GAP_FADE,2026-03-03,PWR,LONG,554.71,565.75,-0.03136186634536453,0.019902291287339224
GAP_FOLLOW,2026-03-03,QCOM,SHORT,138.34,138.15,-0.01893482731721141,0.0013734277866126465
GAP_FADE,2026-03-03,QCOM,LONG,138.34,138.15,-0.01893482731721141,-0.0013734277866126465
GAP_FOLLOW,2026-03-03,RKLB,SHORT,68.82,70.08,-0.029200169276343724,-0.018308631211856996
GAP_FADE,2026-03-03,RKLB,LONG,68.82,70.08,-0.029200169276343724,0.018308631211856996
VWAP_MOMENTUM,2026-03-03,RKLB,SHORT,68.48,70.08,-0.0057704186257141465,-0.023364485981308247
GAP_FOLLOW,2026-03-03,ROK,SHORT,399.01,398.55,-0.03164664482465729,0.001152853311947033
GAP_FADE,2026-03-03,ROK,LONG,399.01,398.55,-0.03164664482465729,-0.001152853311947033
OPENING_MOMENTUM,2026-03-03,RTX,SHORT,209.945,206.5,-0.010020276323855382,0.016409059515587354
OPENING_REVERSAL,2026-03-03,RTX,LONG,209.945,206.5,-0.010020276323855382,-0.016409059515587354
VWAP_MOMENTUM,2026-03-03,RTX,SHORT,209.945,206.5,-0.006395936425019344,0.016409059515587354
OPENING_MOMENTUM,2026-03-03,SCHW,LONG,94.845,95.19,0.0100638977635783,0.0036375138383677452
OPENING_REVERSAL,2026-03-03,SCHW,SHORT,94.845,95.19,0.0100638977635783,-0.0036375138383677452
GAP_FOLLOW,2026-03-03,SCHW,SHORT,93.9,95.19,-0.01634192331866735,-0.013738019169329041
GAP_FADE,2026-03-03,SCHW,LONG,93.9,95.19,-0.01634192331866735,0.013738019169329041
OPENING_MOMENTUM,2026-03-03,SLB,SHORT,49.025,48.55,-0.023989647620943577,0.009688934217236156
OPENING_REVERSAL,2026-03-03,SLB,LONG,49.025,48.55,-0.023989647620943577,-0.009688934217236156
GAP_FOLLOW,2026-03-03,SLB,SHORT,50.23,48.55,-0.020093640265314128,0.03344614772048571
GAP_FADE,2026-03-03,SLB,LONG,50.23,48.55,-0.020093640265314128,-0.03344614772048571
VWAP_MOMENTUM,2026-03-03,SLB,SHORT,49.025,48.55,-0.006572297796713089,0.009688934217236156
GAP_FOLLOW,2026-03-03,SNPS,SHORT,414.83,424.325,-0.023745646239292206,-0.022888894245835623
GAP_FADE,2026-03-03,SNPS,LONG,414.83,424.325,-0.023745646239292206,0.022888894245835623
OPENING_MOMENTUM,2026-03-03,SO,SHORT,95.57,96.8,-0.01096967815378247,-0.012870147535837706
OPENING_REVERSAL,2026-03-03,SO,LONG,95.57,96.8,-0.01096967815378247,0.012870147535837706
VWAP_MOMENTUM,2026-03-03,SO,SHORT,95.57,96.8,-0.006366954179669482,-0.012870147535837706
GAP_FOLLOW,2026-03-03,SPGI,SHORT,437.025,443.94,-0.01337622756518797,-0.015822893427149598
GAP_FADE,2026-03-03,SPGI,LONG,437.025,443.94,-0.01337622756518797,0.015822893427149598
VWAP_MOMENTUM,2026-03-03,TDG,SHORT,1300.065,1326.3,-0.006147975767880065,-0.020179760242756917
OPENING_MOMENTUM,2026-03-03,TGT,LONG,117.655,120.76,0.014529619729240384,0.02639071862649267
OPENING_REVERSAL,2026-03-03,TGT,SHORT,117.655,120.76,0.014529619729240384,-0.02639071862649267
GAP_FOLLOW,2026-03-03,TGT,LONG,115.97,120.76,0.025194483734087614,0.0413037854617575
GAP_FADE,2026-03-03,TGT,SHORT,115.97,120.76,0.025194483734087614,-0.0413037854617575
OPENING_MOMENTUM,2026-03-03,TMO,SHORT,497.07,508.08,-0.010530296998168653,-0.022149797815196992
OPENING_REVERSAL,2026-03-03,TMO,LONG,497.07,508.08,-0.010530296998168653,0.022149797815196992
GAP_FOLLOW,2026-03-03,TMO,SHORT,502.36,508.08,-0.01203587161736941,-0.011386256867584876
GAP_FADE,2026-03-03,TMO,LONG,502.36,508.08,-0.01203587161736941,0.011386256867584876
OPENING_MOMENTUM,2026-03-03,TSLA,SHORT,390.64,392.625,-0.011263256473208583,-0.005081404874052842
OPENING_REVERSAL,2026-03-03,TSLA,LONG,390.64,392.625,-0.011263256473208583,0.005081404874052842
GAP_FOLLOW,2026-03-03,TSLA,SHORT,395.09,392.625,-0.020514918250220116,0.006239084765496394
GAP_FADE,2026-03-03,TSLA,LONG,395.09,392.625,-0.020514918250220116,-0.006239084765496394
OPENING_MOMENTUM,2026-03-03,TXN,SHORT,203.25,202.7,-0.010948905109489093,0.002706027060270677
OPENING_REVERSAL,2026-03-03,TXN,LONG,203.25,202.7,-0.010948905109489093,-0.002706027060270677
GAP_FOLLOW,2026-03-03,TXN,SHORT,205.5,202.7,-0.020449020449020416,0.013625304136253069
GAP_FADE,2026-03-03,TXN,LONG,205.5,202.7,-0.020449020449020416,-0.013625304136253069
VWAP_MOMENTUM,2026-03-03,TXN,SHORT,203.25,202.7,-0.006214755291789054,0.002706027060270677
GAP_FOLLOW,2026-03-03,UBER,SHORT,74.8,76.39,-0.015530402737562565,-0.021256684491978595
GAP_FADE,2026-03-03,UBER,LONG,74.8,76.39,-0.015530402737562565,0.021256684491978595
VWAP_MOMENTUM,2026-03-03,UBER,SHORT,74.63,76.39,-0.008840155345891554,-0.023583009513600484
OPENING_MOMENTUM,2026-03-03,UNH,SHORT,285.5,289.17,-0.012076542440914939,-0.012854640980735521
OPENING_REVERSAL,2026-03-03,UNH,LONG,285.5,289.17,-0.012076542440914939,0.012854640980735521
GAP_FOLLOW,2026-03-03,UNH,SHORT,288.99,289.17,-0.020073920857210714,-0.0006228589224541725
GAP_FADE,2026-03-03,UNH,LONG,288.99,289.17,-0.020073920857210714,0.0006228589224541725
VWAP_MOMENTUM,2026-03-03,UNH,SHORT,285.5,289.17,-0.009223951246688178,-0.012854640980735521
GAP_FOLLOW,2026-03-03,V,SHORT,315.805,320.67,-0.014187607304510741,-0.015405075917100719
GAP_FADE,2026-03-03,V,LONG,315.805,320.67,-0.014187607304510741,0.015405075917100719
OPENING_MOMENTUM,2026-03-03,VLO,SHORT,215.26,217.71,-0.014151591481566306,-0.011381585059927701
OPENING_REVERSAL,2026-03-03,VLO,LONG,215.26,217.71,-0.014151591481566306,0.011381585059927701
GAP_FOLLOW,2026-03-03,VLO,LONG,218.35,217.71,0.01595942676344686,-0.0029310739638195304
GAP_FADE,2026-03-03,VLO,SHORT,218.35,217.71,0.01595942676344686,0.0029310739638195304
VWAP_MOMENTUM,2026-03-03,VLO,SHORT,215.26,217.71,-0.009687262511527184,-0.011381585059927701
OPENING_MOMENTUM,2026-03-03,VRT,SHORT,240.37,244.38,-0.010823045267489673,-0.016682614302949483
OPENING_REVERSAL,2026-03-03,VRT,LONG,240.37,244.38,-0.010823045267489673,0.016682614302949483
GAP_FOLLOW,2026-03-03,VRT,SHORT,243.0,244.38,-0.056933286762137714,-0.005679012345678913
GAP_FADE,2026-03-03,VRT,LONG,243.0,244.38,-0.056933286762137714,0.005679012345678913
OPENING_MOMENTUM,2026-03-03,VRTX,SHORT,476.725,474.14,-0.015234455690972926,0.005422413341024779
OPENING_REVERSAL,2026-03-03,VRTX,LONG,476.725,474.14,-0.015234455690972926,-0.005422413341024779
VWAP_MOMENTUM,2026-03-03,VRTX,SHORT,476.725,474.14,-0.00533419139036273,0.005422413341024779
OPENING_MOMENTUM,2026-03-03,VST,SHORT,154.45,161.7,-0.04157617126900415,-0.046940757526707566
OPENING_REVERSAL,2026-03-03,VST,LONG,154.45,161.7,-0.04157617126900415,0.046940757526707566
GAP_FOLLOW,2026-03-03,VST,SHORT,161.15,161.7,-0.029099891553199142,-0.0034129692832762792
GAP_FADE,2026-03-03,VST,LONG,161.15,161.7,-0.029099891553199142,0.0034129692832762792
VWAP_MOMENTUM,2026-03-03,VST,SHORT,154.45,161.7,-0.00894764334500564,-0.046940757526707566
OPENING_MOMENTUM,2026-03-03,VZ,LONG,50.205,50.87,0.011076427348706064,0.013245692660093678
OPENING_REVERSAL,2026-03-03,VZ,SHORT,50.205,50.87,0.011076427348706064,-0.013245692660093678
OPENING_MOMENTUM,2026-03-03,WMB,SHORT,75.38,75.865,-0.010890959191707128,-0.0064340673918812374
OPENING_REVERSAL,2026-03-03,WMB,LONG,75.38,75.865,-0.010890959191707128,0.0064340673918812374
OPENING_MOMENTUM,2026-03-03,XEL,SHORT,81.54,83.14,-0.017827029631414026,-0.019622271277900394
OPENING_REVERSAL,2026-03-03,XEL,LONG,81.54,83.14,-0.017827029631414026,0.019622271277900394
VWAP_MOMENTUM,2026-03-03,XEL,SHORT,81.54,83.14,-0.012632270504844834,-0.019622271277900394
OPENING_MOMENTUM,2026-03-03,XOM,SHORT,151.395,151.76,-0.02602290272774055,-0.0024109118530992735
OPENING_REVERSAL,2026-03-03,XOM,LONG,151.395,151.76,-0.02602290272774055,0.0024109118530992735
VWAP_MOMENTUM,2026-03-03,XOM,SHORT,151.395,151.76,-0.010641997179969942,-0.0024109118530992735
OPENING_MOMENTUM,2026-03-04,AAPL,SHORT,262.42,262.5,-0.008576070119762691,-0.00030485481289521665
OPENING_REVERSAL,2026-03-04,AAPL,LONG,262.42,262.5,-0.008576070119762691,0.00030485481289521665
OPENING_MOMENTUM,2026-03-04,ABT,SHORT,112.85,113.06,-0.008130081300813052,-0.0018608772707133792
OPENING_REVERSAL,2026-03-04,ABT,LONG,112.85,113.06,-0.008130081300813052,0.0018608772707133792
OPENING_MOMENTUM,2026-03-04,ADBE,LONG,274.18,273.11,0.012575016157326369,-0.0039025457728498747
OPENING_REVERSAL,2026-03-04,ADBE,SHORT,274.18,273.11,0.012575016157326369,0.0039025457728498747
GAP_FOLLOW,2026-03-04,ADI,LONG,342.61,341.37,0.010619155777115807,-0.003619275561133728
GAP_FADE,2026-03-04,ADI,SHORT,342.61,341.37,0.010619155777115807,0.003619275561133728
OPENING_MOMENTUM,2026-03-04,AMAT,SHORT,351.76,357.8,-0.022943169823898657,-0.01717079827154877
OPENING_REVERSAL,2026-03-04,AMAT,LONG,351.76,357.8,-0.022943169823898657,0.01717079827154877
GAP_FOLLOW,2026-03-04,AMAT,LONG,360.02,357.8,0.02473458002447848,-0.006166324093105802
GAP_FADE,2026-03-04,AMAT,SHORT,360.02,357.8,0.02473458002447848,0.006166324093105802
VWAP_MOMENTUM,2026-03-04,AMAT,SHORT,351.76,357.8,-0.007107404660710248,-0.01717079827154877
OPENING_MOMENTUM,2026-03-04,AMD,LONG,195.17,202.04,0.014950986765126517,0.03520008197981239
OPENING_REVERSAL,2026-03-04,AMD,SHORT,195.17,202.04,0.014950986765126517,-0.03520008197981239
VWAP_MOMENTUM,2026-03-04,AMD,LONG,195.17,202.04,0.009945172250916512,0.03520008197981239
OPENING_MOMENTUM,2026-03-04,AMGN,SHORT,372.295,379.18,-0.020276315789473642,-0.01849339905182723
OPENING_REVERSAL,2026-03-04,AMGN,LONG,372.295,379.18,-0.020276315789473642,0.01849339905182723
